ROI Label,ROI Name,R,A,S
54,17Networks_LH_VisPeri_ExStrInf_10,-16,-56,0
55,17Networks_LH_VisPeri_ExStrSup_1,-24,-58,6
56,17Networks_LH_VisPeri_ExStrSup_2,-18,-64,10
57,17Networks_LH_VisPeri_ExStrSup_3,-4,-92,16
58,17Networks_LH_VisPeri_ExStrSup_4,-8,-68,16
59,17Networks_LH_VisPeri_ExStrSup_5,-2,-82,22
60,17Networks_LH_VisPeri_ExStrSup_6,-16,-66,16
61,17Networks_LH_VisPeri_ExStrSup_7,-4,-76,26
62,17Networks_LH_VisPeri_ExStrSup_8,-6,-88,32
63,17Networks_LH_VisPeri_ExStrSup_9,-14,-74,24
64,17Networks_LH_VisPeri_ExStrSup_10,-18,-90,34
65,17Networks_LH_VisPeri_ExStrSup_11,-12,-80,34
66,17Networks_LH_VisPeri_ExStrSup_12,-14,-86,42
67,17Networks_LH_SomMotA_1,-8,-6,42
68,17Networks_LH_SomMotA_2,-56,-16,50
69,17Networks_LH_SomMotA_3,-8,-10,48
70,17Networks_LH_SomMotA_4,-50,-26,54
71,17Networks_LH_SomMotA_5,-44,-12,50
72,17Networks_LH_SomMotA_6,-48,-18,54
73,17Networks_LH_SomMotA_7,-8,-20,48
74,17Networks_LH_SomMotA_8,-36,-20,46
75,17Networks_LH_SomMotA_9,-6,-28,50
76,17Networks_LH_SomMotA_10,-4,-12,54
77,17Networks_LH_SomMotA_11,-40,-16,58
78,17Networks_LH_SomMotA_12,-44,-32,64
79,17Networks_LH_SomMotA_13,-40,-26,54
80,17Networks_LH_SomMotA_14,-4,-22,58
81,17Networks_LH_SomMotA_15,-34,-38,62
82,17Networks_LH_SomMotA_16,-8,-40,58
83,17Networks_LH_SomMotA_17,-36,-16,68
84,17Networks_LH_SomMotA_18,-4,-12,62
85,17Networks_LH_SomMotA_19,-32,-30,64
86,17Networks_LH_SomMotA_20,-30,-24,60
87,17Networks_LH_SomMotA_21,-2,-32,60
88,17Networks_LH_SomMotA_22,-26,-40,62
89,17Networks_LH_SomMotA_23,-24,-48,64
90,17Networks_LH_SomMotA_24,-24,-12,72
91,17Networks_LH_SomMotA_25,-28,-32,72
92,17Networks_LH_SomMotA_26,-4,-22,64
93,17Networks_LH_SomMotA_27,-22,-28,56
94,17Networks_LH_SomMotA_28,-16,-10,66
95,17Networks_LH_SomMotA_29,-12,-46,70
96,17Networks_LH_SomMotA_30,-24,-20,72
97,17Networks_LH_SomMotA_31,-4,-42,66
98,17Networks_LH_SomMotA_32,-18,-26,64
99,17Networks_LH_SomMotA_33,-22,-38,72
100,17Networks_LH_SomMotA_34,-12,-8,72
101,17Networks_LH_SomMotA_35,-20,-30,68
102,17Networks_LH_SomMotA_36,-16,-14,74
103,17Networks_LH_SomMotA_37,-8,-16,74
104,17Networks_LH_SomMotA_38,-2,-30,70
105,17Networks_LH_SomMotA_39,-8,-40,76
106,17Networks_LH_SomMotA_40,-18,-40,74
107,17Networks_LH_SomMotA_41,-12,-26,74
108,17Networks_LH_SomMotA_42,-10,-34,72
109,17Networks_LH_SomMotB_Cent_1,-60,2,22
110,17Networks_LH_SomMotB_Cent_2,-60,-6,20
111,17Networks_LH_SomMotB_Cent_3,-64,-10,28
112,17Networks_LH_SomMotB_Cent_4,-56,-2,28
113,17Networks_LH_SomMotB_Cent_5,-54,-10,32
114,17Networks_LH_SomMotB_Cent_6,-60,-10,38
115,17Networks_LH_SomMotB_Cent_7,-54,-6,36
116,17Networks_LH_SomMotB_Cent_8,-50,-16,40
117,17Networks_LH_SomMotB_Cent_9,-44,-12,38
118,17Networks_LH_SomMotB_Cent_10,-52,-4,48
119,17Networks_LH_SomMotB_Cent_11,-38,-18,40
120,17Networks_LH_SomMotB_S2_1,-36,-14,14
121,17Networks_LH_SomMotB_S2_2,-34,-22,18
122,17Networks_LH_SomMotB_S2_3,-40,-14,18
123,17Networks_LH_SomMotB_S2_4,-48,-14,14
124,17Networks_LH_SomMotB_S2_5,-54,-8,10
125,17Networks_LH_SomMotB_S2_6,-40,-26,20
126,17Networks_LH_SomMotB_S2_7,-40,-36,16
127,17Networks_LH_SomMotB_S2_8,-58,-14,14
128,17Networks_LH_SomMotB_S2_9,-60,-2,12
129,17Networks_LH_SomMotB_S2_10,-48,-22,18
130,17Networks_LH_SomMotB_S2_11,-66,-12,16
131,17Networks_LH_SomMotB_S2_12,-48,-30,18
132,17Networks_LH_SomMotB_S2_13,-62,-18,20
133,17Networks_LH_SomMotB_Ins_1,-34,-24,10
134,17Networks_LH_SomMotB_Aud_1,-50,6,-8
135,17Networks_LH_SomMotB_Aud_2,-56,-4,0
136,17Networks_LH_SomMotB_Aud_3,-46,-12,-4
137,17Networks_LH_SomMotB_Aud_4,-62,-12,4
138,17Networks_LH_SomMotB_Aud_5,-66,-18,6
139,17Networks_LH_SomMotB_Aud_6,-52,-14,6
140,17Networks_LH_SomMotB_Aud_7,-42,-20,2
141,17Networks_LH_SomMotB_Aud_8,-52,-20,6
142,17Networks_LH_SomMotB_Aud_9,-60,-26,10
143,17Networks_LH_SomMotB_Aud_10,-40,-24,12
144,17Networks_LH_SomMotB_Aud_11,-42,-30,8
145,17Networks_LH_SomMotB_Aud_12,-34,-30,16
146,17Networks_LH_SomMotB_Aud_13,-48,-34,12
147,17Networks_LH_SomMotB_Aud_14,-58,-36,16
148,17Networks_LH_DorsAttnA_TempOcc_1,-36,-36,-24
149,17Networks_LH_DorsAttnA_TempOcc_2,-44,-42,-22
150,17Networks_LH_DorsAttnA_TempOcc_3,-42,-54,-16
151,17Networks_LH_DorsAttnA_TempOcc_4,-26,-44,-14
152,17Networks_LH_DorsAttnA_TempOcc_5,-46,-66,-18
153,17Networks_LH_DorsAttnA_TempOcc_6,-44,-58,-10
154,17Networks_LH_DorsAttnA_TempOcc_7,-48,-62,-6
155,17Networks_LH_DorsAttnA_TempOcc_8,-46,-72,-2
156,17Networks_LH_DorsAttnA_TempOcc_9,-48,-66,2
157,17Networks_LH_DorsAttnA_TempOcc_10,-48,-62,10
158,17Networks_LH_DorsAttnA_ParOcc_1,-48,-70,16
159,17Networks_LH_DorsAttnA_ParOcc_2,-48,-76,20
160,17Networks_LH_DorsAttnA_ParOcc_3,-42,-80,16
161,17Networks_LH_DorsAttnA_ParOcc_4,-44,-62,16
162,17Networks_LH_DorsAttnA_ParOcc_5,-38,-86,24
163,17Networks_LH_DorsAttnA_ParOcc_6,-32,-84,26
164,17Networks_LH_DorsAttnA_ParOcc_7,-30,-76,30
165,17Networks_LH_DorsAttnA_SPL_1,-28,-70,26
166,17Networks_LH_DorsAttnA_SPL_2,-22,-82,42
167,17Networks_LH_DorsAttnA_SPL_3,-22,-72,36
168,17Networks_LH_DorsAttnA_SPL_4,-26,-68,38
169,17Networks_LH_DorsAttnA_SPL_5,-24,-64,48
170,17Networks_LH_DorsAttnA_SPL_6,-18,-78,50
171,17Networks_LH_DorsAttnA_SPL_7,-20,-68,46
172,17Networks_LH_DorsAttnA_SPL_8,-28,-60,52
173,17Networks_LH_DorsAttnA_SPL_9,-28,-54,48
174,17Networks_LH_DorsAttnA_SPL_10,-26,-64,56
175,17Networks_LH_DorsAttnA_SPL_11,-28,-56,56
176,17Networks_LH_DorsAttnA_SPL_12,-14,-72,56
177,17Networks_LH_DorsAttnA_SPL_13,-38,-52,58
178,17Networks_LH_DorsAttnA_SPL_14,-8,-70,60
179,17Networks_LH_DorsAttnA_SPL_15,-22,-68,62
180,17Networks_LH_DorsAttnA_SPL_16,-30,-62,62
181,17Networks_LH_DorsAttnA_SPL_17,-14,-64,60
182,17Networks_LH_DorsAttnB_TempOcc_1,-54,-68,6
183,17Networks_LH_DorsAttnB_TempOcc_2,-58,-60,6
184,17Networks_LH_DorsAttnB_PostC_1,-58,-22,38
185,17Networks_LH_DorsAttnB_PostC_2,-58,-30,46
186,17Networks_LH_DorsAttnB_PostC_3,-56,-20,42
187,17Networks_LH_DorsAttnB_PostC_4,-52,-28,42
188,17Networks_LH_DorsAttnB_PostC_5,-52,-34,44
189,17Networks_LH_DorsAttnB_PostC_6,-42,-32,42
190,17Networks_LH_DorsAttnB_PostC_7,-46,-28,44
191,17Networks_LH_DorsAttnB_PostC_8,-32,-40,42
192,17Networks_LH_DorsAttnB_PostC_9,-40,-36,50
193,17Networks_LH_DorsAttnB_PostC_10,-38,-42,56
194,17Networks_LH_DorsAttnB_PostC_11,-34,-46,62
195,17Networks_LH_DorsAttnB_PostC_12,-6,-62,60
196,17Networks_LH_DorsAttnB_PostC_13,-32,-52,68
197,17Networks_LH_DorsAttnB_PostC_14,-22,-58,64
198,17Networks_LH_DorsAttnB_PostC_15,-6,-54,68
199,17Networks_LH_DorsAttnB_PostC_16,-14,-58,68
200,17Networks_LH_DorsAttnB_PostC_17,-20,-50,68
201,17Networks_LH_DorsAttnB_PostC_18,-14,-50,74
202,17Networks_LH_DorsAttnB_FEF_1,-42,-2,50
203,17Networks_LH_DorsAttnB_FEF_2,-32,-4,52
204,17Networks_LH_DorsAttnB_FEF_3,-40,-4,58
205,17Networks_LH_DorsAttnB_FEF_4,-24,-6,52
206,17Networks_LH_DorsAttnB_FEF_5,-28,-12,60
207,17Networks_LH_DorsAttnB_FEF_6,-20,-6,60
208,17Networks_LH_DorsAttnB_FEF_7,-20,0,68
209,17Networks_LH_DorsAttnB_PrCv_1,-54,6,34
210,17Networks_LH_DorsAttnB_PrCv_2,-50,2,40
211,17Networks_LH_SalVentAttnA_ParOper_1,-48,-40,24
212,17Networks_LH_SalVentAttnA_ParOper_2,-60,-24,20
213,17Networks_LH_SalVentAttnA_ParOper_3,-54,-40,30
214,17Networks_LH_SalVentAttnA_ParOper_4,-58,-32,24
215,17Networks_LH_SalVentAttnA_ParOper_5,-58,-18,30
216,17Networks_LH_SalVentAttnA_ParOper_6,-62,-36,34
217,17Networks_LH_SalVentAttnA_ParOper_7,-64,-28,34
218,17Networks_LH_SalVentAttnA_FrOper_1,-38,6,10
219,17Networks_LH_SalVentAttnA_FrOper_2,-38,-4,16
220,17Networks_LH_SalVentAttnA_FrOper_3,-44,-2,12
221,17Networks_LH_SalVentAttnA_FrOper_4,-46,6,2
222,17Networks_LH_SalVentAttnA_FrOper_5,-48,-4,6
223,17Networks_LH_SalVentAttnA_FrOper_6,-54,6,2
224,17Networks_LH_SalVentAttnA_FrOper_7,-58,2,8
225,17Networks_LH_SalVentAttnA_FrOper_8,-54,8,12
226,17Networks_LH_SalVentAttnA_FrOper_9,-60,6,18
227,17Networks_LH_SalVentAttnA_Ins_1,-36,6,-16
228,17Networks_LH_SalVentAttnA_Ins_2,-38,2,-10
229,17Networks_LH_SalVentAttnA_Ins_3,-38,10,-2
230,17Networks_LH_SalVentAttnA_Ins_4,-40,-10,-10
231,17Networks_LH_SalVentAttnA_Ins_5,-40,-2,2
232,17Networks_LH_SalVentAttnA_Ins_6,-38,-16,2
233,17Networks_LH_SalVentAttnA_Ins_7,-32,26,8
234,17Networks_LH_SalVentAttnA_Ins_8,-32,14,10
235,17Networks_LH_SalVentAttnA_Ins_9,-36,-4,10
236,17Networks_LH_SalVentAttnA_ParMed_1,-8,-18,38
237,17Networks_LH_SalVentAttnA_ParMed_2,-12,-32,40
238,17Networks_LH_SalVentAttnA_ParMed_3,-12,-20,40
239,17Networks_LH_SalVentAttnA_ParMed_4,-14,-40,46
240,17Networks_LH_SalVentAttnA_ParMed_5,-12,-28,44
241,17Networks_LH_SalVentAttnA_ParMed_6,-10,-46,52
242,17Networks_LH_SalVentAttnA_ParMed_7,-12,-36,50
243,17Networks_LH_SalVentAttnA_ParMed_8,-8,-48,60
244,17Networks_LH_SalVentAttnA_FrMed_1,-4,16,32
245,17Networks_LH_SalVentAttnA_FrMed_2,-2,0,36
246,17Networks_LH_SalVentAttnA_FrMed_3,-8,6,38
247,17Networks_LH_SalVentAttnA_FrMed_4,-6,4,50
248,17Networks_LH_SalVentAttnA_FrMed_5,-4,4,58
249,17Networks_LH_SalVentAttnA_FrMed_6,-4,-2,64
250,17Networks_LH_SalVentAttnA_FrMed_7,-8,-2,72
251,17Networks_LH_SalVentAttnB_IPL_1,-62,-44,30
252,17Networks_LH_SalVentAttnB_IPL_2,-60,-42,44
253,17Networks_LH_SalVentAttnB_PFCd_1,-12,6,68
254,17Networks_LH_SalVentAttnB_PFCl_1,-38,46,18
255,17Networks_LH_SalVentAttnB_PFCl_2,-28,50,22
256,17Networks_LH_SalVentAttnB_PFCl_3,-30,42,30
257,17Networks_LH_SalVentAttnB_PFCl_4,-22,50,30
258,17Networks_LH_SalVentAttnB_PFCl_5,-34,32,38
259,17Networks_LH_SalVentAttnB_PFCl_6,-26,38,40
260,17Networks_LH_SalVentAttnB_Ins_1,-34,12,-12
261,17Networks_LH_SalVentAttnB_Ins_2,-36,16,-8
262,17Networks_LH_SalVentAttnB_Ins_3,-30,24,-4
263,17Networks_LH_SalVentAttnB_Ins_4,-34,30,0
264,17Networks_LH_SalVentAttnB_Ins_5,-32,20,4
265,17Networks_LH_SalVentAttnB_Ins_6,-38,18,8
266,17Networks_LH_SalVentAttnB_Ins_7,-42,14,2
267,17Networks_LH_SalVentAttnB_Ins_8,-50,10,12
268,17Networks_LH_SalVentAttnB_OFC_1,-28,46,-14
269,17Networks_LH_SalVentAttnB_PFCmp_1,-4,18,24
270,17Networks_LH_SalVentAttnB_PFCmp_2,-8,28,28
271,17Networks_LH_SalVentAttnB_PFCmp_3,-6,16,40
272,17Networks_LH_SalVentAttnB_PFCmp_4,-6,14,54
273,17Networks_LH_LimbicB_OFC_1,-20,12,-22
274,17Networks_LH_LimbicB_OFC_2,-12,22,-18
275,17Networks_LH_LimbicB_OFC_3,-14,24,-24
276,17Networks_LH_LimbicB_OFC_4,-10,34,-22
277,17Networks_LH_LimbicB_OFC_5,-28,16,-24
278,17Networks_LH_LimbicB_OFC_6,-8,20,-22
279,17Networks_LH_LimbicB_OFC_7,-24,28,-18
280,17Networks_LH_LimbicB_OFC_8,-18,40,-20
281,17Networks_LH_LimbicB_OFC_9,-4,38,-22
282,17Networks_LH_LimbicB_OFC_10,-8,50,-22
283,17Networks_LH_LimbicB_OFC_11,-2,20,-18
284,17Networks_LH_LimbicB_OFC_12,-4,16,-10
285,17Networks_LH_LimbicB_OFC_13,-10,62,-16
286,17Networks_LH_LimbicB_OFC_14,-6,32,-12
287,17Networks_LH_LimbicB_OFC_15,-22,62,-10
288,17Networks_LH_LimbicB_OFC_16,-16,66,-4
289,17Networks_LH_LimbicA_TempPole_1,-28,2,-44
290,17Networks_LH_LimbicA_TempPole_2,-42,-2,-44
291,17Networks_LH_LimbicA_TempPole_3,-38,-12,-38
292,17Networks_LH_LimbicA_TempPole_4,-28,-8,-34
293,17Networks_LH_LimbicA_TempPole_5,-50,-14,-36
294,17Networks_LH_LimbicA_TempPole_6,-18,-2,-30
295,17Networks_LH_LimbicA_TempPole_7,-40,-18,-28
296,17Networks_LH_LimbicA_TempPole_8,-36,18,-34
297,17Networks_LH_LimbicA_TempPole_9,-26,8,-30
298,17Networks_LH_LimbicA_TempPole_10,-44,-30,-22
299,17Networks_LH_LimbicA_TempPole_11,-54,-32,-28
300,17Networks_LH_LimbicA_TempPole_12,-20,-14,-30
301,17Networks_LH_LimbicA_TempPole_13,-38,8,-24
302,17Networks_LH_LimbicA_TempPole_14,-44,6,-16
303,17Networks_LH_ContA_Temp_1,-50,-48,-20
304,17Networks_LH_ContA_Temp_2,-56,-58,-18
305,17Networks_LH_ContA_Temp_3,-58,-60,-4
306,17Networks_LH_ContA_IPS_1,-28,-78,42
307,17Networks_LH_ContA_IPS_2,-54,-40,52
308,17Networks_LH_ContA_IPS_3,-48,-42,50
309,17Networks_LH_ContA_IPS_4,-44,-46,48
310,17Networks_LH_ContA_IPS_5,-28,-66,48
311,17Networks_LH_ContA_IPS_6,-42,-40,42
312,17Networks_LH_ContA_IPS_7,-34,-58,44
313,17Networks_LH_ContA_IPS_8,-36,-46,40
314,17Networks_LH_ContA_IPS_9,-32,-54,40
315,17Networks_LH_ContA_IPS_10,-32,-48,46
316,17Networks_LH_ContA_PFCd_1,-28,4,58
317,17Networks_LH_ContA_PFCd_2,-22,8,62
318,17Networks_LH_ContA_PFCl_1,-48,14,24
319,17Networks_LH_ContA_PFCl_2,-48,6,22
320,17Networks_LH_ContA_PFCl_3,-52,6,28
321,17Networks_LH_ContA_PFCl_4,-44,24,28
322,17Networks_LH_ContA_PFCl_5,-42,38,30
323,17Networks_LH_ContA_PFCl_6,-36,8,28
324,17Networks_LH_ContA_PFCl_7,-42,2,32
325,17Networks_LH_ContA_PFCl_8,-40,10,32
326,17Networks_LH_ContA_PFCl_9,-40,4,36
327,17Networks_LH_ContA_PFClv_1,-48,42,4
328,17Networks_LH_ContA_PFClv_2,-52,32,12
329,17Networks_LH_ContA_PFClv_3,-42,38,14
330,17Networks_LH_ContA_PFClv_4,-44,26,20
331,17Networks_LH_ContA_PFClv_5,-42,34,22
332,17Networks_LH_ContA_Cingm_1,-4,10,28
333,17Networks_LH_ContA_Cingm_2,-4,-2,30
334,17Networks_LH_ContB_Temp_1,-60,-40,-20
335,17Networks_LH_ContB_Temp_2,-62,-34,-14
336,17Networks_LH_ContB_Temp_3,-60,-48,-12
337,17Networks_LH_ContB_Temp_4,-62,-50,-4
338,17Networks_LH_ContB_IPL_1,-52,-50,42
339,17Networks_LH_ContB_IPL_2,-56,-46,46
340,17Networks_LH_ContB_IPL_3,-44,-64,52
341,17Networks_LH_ContB_IPL_4,-32,-70,50
342,17Networks_LH_ContB_IPL_5,-48,-56,52
343,17Networks_LH_ContB_IPL_6,-50,-48,54
344,17Networks_LH_ContB_IPL_7,-38,-62,52
345,17Networks_LH_ContB_IPL_8,-42,-54,48
346,17Networks_LH_ContB_PFCd_1,-30,16,56
347,17Networks_LH_ContB_PFCd_2,-24,14,52
348,17Networks_LH_ContB_PFCd_3,-22,22,58
349,17Networks_LH_ContB_PFCl_1,-46,22,36
350,17Networks_LH_ContB_PFCl_2,-46,14,40
351,17Networks_LH_ContB_PFCl_3,-38,24,46
352,17Networks_LH_ContB_PFClv_1,-38,50,-14
353,17Networks_LH_ContB_PFClv_2,-40,52,-4
354,17Networks_LH_ContB_PFClv_3,-28,58,-2
355,17Networks_LH_ContB_PFClv_4,-38,50,6
356,17Networks_LH_ContB_PFClv_5,-28,56,10
357,17Networks_LH_ContB_PFCmp_1,-4,36,34
358,17Networks_LH_ContB_PFCmp_2,-4,24,48
359,17Networks_LH_ContC_pCun_1,-16,-68,26
360,17Networks_LH_ContC_pCun_2,-10,-70,30
361,17Networks_LH_ContC_pCun_3,-10,-72,38
362,17Networks_LH_ContC_pCun_4,-4,-32,42
363,17Networks_LH_ContC_pCun_5,-12,-78,44
364,17Networks_LH_ContC_pCun_6,-4,-40,42
365,17Networks_LH_ContC_pCun_7,-4,-76,44
366,17Networks_LH_ContC_pCun_8,-4,-68,44
367,17Networks_LH_ContC_pCun_9,-6,-76,52
368,17Networks_LH_ContC_pCun_10,-6,-58,48
369,17Networks_LH_ContC_pCun_11,-4,-66,52
370,17Networks_LH_ContC_pCun_12,-4,-50,52
371,17Networks_LH_ContC_pCun_13,-4,-54,58
372,17Networks_LH_ContC_Cingp_1,-6,-44,20
373,17Networks_LH_ContC_Cingp_2,-6,-38,24
374,17Networks_LH_ContC_Cingp_3,-6,-26,28
375,17Networks_LH_ContC_Cingp_4,-4,-12,30
376,17Networks_LH_ContC_Cingp_5,-4,-32,28
377,17Networks_LH_ContC_Cingp_6,-2,-22,30
378,17Networks_LH_DefaultA_IPL_1,-44,-64,24
379,17Networks_LH_DefaultA_IPL_2,-48,-70,30
380,17Networks_LH_DefaultA_IPL_3,-48,-64,32
381,17Networks_LH_DefaultA_IPL_4,-38,-78,40
382,17Networks_LH_DefaultA_IPL_5,-46,-70,40
383,17Networks_LH_DefaultA_IPL_6,-46,-62,42
384,17Networks_LH_DefaultA_IPL_7,-38,-72,48
385,17Networks_LH_DefaultA_PFCd_1,-20,44,42
386,17Networks_LH_DefaultA_PFCd_2,-26,28,44
387,17Networks_LH_DefaultA_PFCd_3,-20,34,50
388,17Networks_LH_DefaultA_PFCd_4,-22,18,46
389,17Networks_LH_DefaultA_pCunPCC_1,-6,-46,14
390,17Networks_LH_DefaultA_pCunPCC_2,-4,-54,18
391,17Networks_LH_DefaultA_pCunPCC_3,-2,-48,24
392,17Networks_LH_DefaultA_pCunPCC_4,-4,-60,22
393,17Networks_LH_DefaultA_pCunPCC_5,-4,-42,26
394,17Networks_LH_DefaultA_pCunPCC_6,-8,-52,26
395,17Networks_LH_DefaultA_pCunPCC_7,-6,-66,26
396,17Networks_LH_DefaultA_pCunPCC_8,-6,-46,30
397,17Networks_LH_DefaultA_pCunPCC_9,-6,-58,30
398,17Networks_LH_DefaultA_pCunPCC_10,-4,-40,30
399,17Networks_LH_DefaultA_pCunPCC_11,-12,-50,30
400,17Networks_LH_DefaultA_pCunPCC_12,-4,-64,32
401,17Networks_LH_DefaultA_pCunPCC_13,-4,-34,36
402,17Networks_LH_DefaultA_pCunPCC_14,-10,-42,34
403,17Networks_LH_DefaultA_pCunPCC_15,-2,-14,36
404,17Networks_LH_DefaultA_pCunPCC_16,-2,-26,38
405,17Networks_LH_DefaultA_pCunPCC_17,-8,-54,34
406,17Networks_LH_DefaultA_pCunPCC_18,-2,-70,36
407,17Networks_LH_DefaultA_pCunPCC_19,-12,-48,38
408,17Networks_LH_DefaultA_pCunPCC_20,-6,-62,38
409,17Networks_LH_DefaultA_pCunPCC_21,-6,-54,42
410,17Networks_LH_DefaultA_pCunPCC_22,-6,-48,44
411,17Networks_LH_DefaultA_PFCm_1,-4,54,-10
412,17Networks_LH_DefaultA_PFCm_2,-4,24,-6
413,17Networks_LH_DefaultA_PFCm_3,-8,46,-4
414,17Networks_LH_DefaultA_PFCm_4,-4,36,-4
415,17Networks_LH_DefaultA_PFCm_5,-8,68,2
416,17Networks_LH_DefaultA_PFCm_6,-6,60,8
417,17Networks_LH_DefaultA_PFCm_7,-6,44,6
418,17Networks_LH_DefaultA_PFCm_8,-20,66,10
419,17Networks_LH_DefaultA_PFCm_9,-2,36,8
420,17Networks_LH_DefaultA_PFCm_10,-8,68,16
421,17Networks_LH_DefaultA_PFCm_11,-2,30,18
422,17Networks_LH_DefaultA_PFCm_12,-8,36,20
423,17Networks_LH_DefaultB_Temp_1,-46,8,-36
424,17Networks_LH_DefaultB_Temp_2,-52,-6,-32
425,17Networks_LH_DefaultB_Temp_3,-60,-22,-26
426,17Networks_LH_DefaultB_Temp_4,-54,4,-26
427,17Networks_LH_DefaultB_Temp_5,-48,14,-24
428,17Networks_LH_DefaultB_Temp_6,-62,-16,-20
429,17Networks_LH_DefaultB_Temp_7,-60,-10,-14
430,17Networks_LH_DefaultB_Temp_8,-64,-24,-8
431,17Networks_LH_DefaultB_Temp_9,-66,-36,-6
432,17Networks_LH_DefaultB_Temp_10,-52,-22,-8
433,17Networks_LH_DefaultB_Temp_11,-58,-32,-4
434,17Networks_LH_DefaultB_Temp_12,-62,-42,0
435,17Networks_LH_DefaultB_Temp_13,-48,-34,-2
436,17Networks_LH_DefaultB_IPL_1,-48,-58,18
437,17Networks_LH_DefaultB_IPL_2,-46,-50,20
438,17Networks_LH_DefaultB_IPL_3,-44,-56,26
439,17Networks_LH_DefaultB_IPL_4,-52,-54,26
440,17Networks_LH_DefaultB_IPL_5,-62,-54,26
441,17Networks_LH_DefaultB_IPL_6,-46,-58,34
442,17Networks_LH_DefaultB_IPL_7,-54,-58,34
443,17Networks_LH_DefaultB_IPL_8,-60,-50,34
444,17Networks_LH_DefaultB_IPL_9,-54,-60,42
445,17Networks_LH_DefaultB_PFCd_1,-24,58,20
446,17Networks_LH_DefaultB_PFCd_2,-6,50,22
447,17Networks_LH_DefaultB_PFCd_3,-16,60,26
448,17Networks_LH_DefaultB_PFCd_4,-6,62,28
449,17Networks_LH_DefaultB_PFCd_5,-4,48,38
450,17Networks_LH_DefaultB_PFCd_6,-12,52,40
451,17Networks_LH_DefaultB_PFCd_7,-2,34,48
452,17Networks_LH_DefaultB_PFCd_8,-8,42,52
453,17Networks_LH_DefaultB_PFCd_9,-6,24,60
454,17Networks_LH_DefaultB_PFCd_10,-14,28,58
455,17Networks_LH_DefaultB_PFCd_11,-4,12,64
456,17Networks_LH_DefaultB_PFCd_12,-16,14,66
