ROI Label,ROI Name,R,A,S
51,17Networks_LH_VisPeri_ExStrSup_2,-19,-61,9
52,17Networks_LH_VisPeri_ExStrSup_3,-3,-96,13
53,17Networks_LH_VisPeri_ExStrSup_4,-16,-64,13
54,17Networks_LH_VisPeri_ExStrSup_5,-7,-68,16
55,17Networks_LH_VisPeri_ExStrSup_6,-2,-83,21
56,17Networks_LH_VisPeri_ExStrSup_7,-7,-93,25
57,17Networks_LH_VisPeri_ExStrSup_8,-15,-71,19
58,17Networks_LH_VisPeri_ExStrSup_9,-7,-76,26
59,17Networks_LH_VisPeri_ExStrSup_10,-6,-87,35
60,17Networks_LH_VisPeri_ExStrSup_11,-17,-89,34
61,17Networks_LH_VisPeri_ExStrSup_12,-15,-73,31
62,17Networks_LH_VisPeri_ExStrSup_13,-13,-81,36
63,17Networks_LH_VisPeri_ExStrSup_14,-17,-86,44
64,17Networks_LH_VisPeri_ExStrSup_15,-13,-80,45
65,17Networks_LH_SomMotA_1,-57,-17,49
66,17Networks_LH_SomMotA_2,-8,-8,41
67,17Networks_LH_SomMotA_3,-9,-8,47
68,17Networks_LH_SomMotA_4,-47,-17,51
69,17Networks_LH_SomMotA_5,-52,-24,55
70,17Networks_LH_SomMotA_6,-44,-12,51
71,17Networks_LH_SomMotA_7,-7,-17,49
72,17Networks_LH_SomMotA_8,-37,-22,48
73,17Networks_LH_SomMotA_9,-47,-20,60
74,17Networks_LH_SomMotA_10,-44,-34,63
75,17Networks_LH_SomMotA_11,-39,-15,61
76,17Networks_LH_SomMotA_12,-5,-26,55
77,17Networks_LH_SomMotA_13,-39,-27,58
78,17Networks_LH_SomMotA_14,-4,-13,58
79,17Networks_LH_SomMotA_15,-8,-39,56
80,17Networks_LH_SomMotA_16,-34,-26,54
81,17Networks_LH_SomMotA_17,-32,-39,62
82,17Networks_LH_SomMotA_18,-28,-11,65
83,17Networks_LH_SomMotA_19,-30,-22,67
84,17Networks_LH_SomMotA_20,-31,-29,68
85,17Networks_LH_SomMotA_21,-27,-29,55
86,17Networks_LH_SomMotA_22,-3,-20,66
87,17Networks_LH_SomMotA_23,-21,-12,72
88,17Networks_LH_SomMotA_24,-24,-38,69
89,17Networks_LH_SomMotA_25,-8,-43,69
90,17Networks_LH_SomMotA_26,-14,-4,69
91,17Networks_LH_SomMotA_27,-3,-31,66
92,17Networks_LH_SomMotA_28,-19,-24,68
93,17Networks_LH_SomMotA_29,-20,-31,67
94,17Networks_LH_SomMotA_30,-15,-48,74
95,17Networks_LH_SomMotA_31,-15,-14,74
96,17Networks_LH_SomMotA_32,-7,-17,75
97,17Networks_LH_SomMotA_33,-18,-39,74
98,17Networks_LH_SomMotA_34,-12,-26,73
99,17Networks_LH_SomMotA_35,-13,-32,73
100,17Networks_LH_SomMotA_36,-10,-36,78
101,17Networks_LH_SomMotA_37,-6,-35,73
102,17Networks_LH_SomMotB_Cent_1,-60,-2,19
103,17Networks_LH_SomMotB_Cent_2,-57,-1,27
104,17Networks_LH_SomMotB_Cent_3,-57,-8,25
105,17Networks_LH_SomMotB_Cent_4,-62,-9,33
106,17Networks_LH_SomMotB_Cent_5,-55,-4,36
107,17Networks_LH_SomMotB_Cent_6,-51,-11,31
108,17Networks_LH_SomMotB_Cent_7,-57,-11,41
109,17Networks_LH_SomMotB_Cent_8,-49,-17,41
110,17Networks_LH_SomMotB_Cent_9,-47,-12,40
111,17Networks_LH_SomMotB_Cent_10,-52,-1,48
112,17Networks_LH_SomMotB_Cent_11,-38,-18,41
113,17Networks_LH_SomMotB_S2_1,-36,-11,13
114,17Networks_LH_SomMotB_S2_2,-36,-14,18
115,17Networks_LH_SomMotB_S2_3,-35,-27,18
116,17Networks_LH_SomMotB_S2_4,-42,-13,17
117,17Networks_LH_SomMotB_S2_5,-48,-12,13
118,17Networks_LH_SomMotB_S2_6,-58,-6,9
119,17Networks_LH_SomMotB_S2_7,-40,-36,17
120,17Networks_LH_SomMotB_S2_8,-42,-26,21
121,17Networks_LH_SomMotB_S2_9,-59,0,12
122,17Networks_LH_SomMotB_S2_10,-57,-15,15
123,17Networks_LH_SomMotB_S2_11,-50,-21,18
124,17Networks_LH_SomMotB_S2_12,-64,-9,13
125,17Networks_LH_SomMotB_S2_13,-48,-30,17
126,17Networks_LH_SomMotB_S2_14,-62,-18,21
127,17Networks_LH_SomMotB_S2_15,-64,-9,22
128,17Networks_LH_SomMotB_Ins_1,-34,-23,10
129,17Networks_LH_SomMotB_Aud_1,-51,4,-6
130,17Networks_LH_SomMotB_Aud_2,-57,-4,1
131,17Networks_LH_SomMotB_Aud_3,-48,-12,-1
132,17Networks_LH_SomMotB_Aud_4,-56,-17,6
133,17Networks_LH_SomMotB_Aud_5,-42,-20,4
134,17Networks_LH_SomMotB_Aud_6,-61,-26,10
135,17Networks_LH_SomMotB_Aud_7,-40,-25,12
136,17Networks_LH_SomMotB_Aud_8,-42,-30,9
137,17Networks_LH_SomMotB_Aud_9,-48,-34,11
138,17Networks_LH_SomMotB_Aud_10,-59,-37,16
139,17Networks_LH_SomMotB_Aud_11,-46,-40,20
140,17Networks_LH_DorsAttnA_TempOcc_1,-46,-43,-21
141,17Networks_LH_DorsAttnA_TempOcc_2,-35,-43,-21
142,17Networks_LH_DorsAttnA_TempOcc_3,-44,-55,-15
143,17Networks_LH_DorsAttnA_TempOcc_4,-48,-60,-10
144,17Networks_LH_DorsAttnA_TempOcc_5,-45,-65,-1
145,17Networks_LH_DorsAttnA_TempOcc_6,-52,-68,4
146,17Networks_LH_DorsAttnA_TempOcc_7,-47,-66,9
147,17Networks_LH_DorsAttnA_ParOcc_1,-51,-74,15
148,17Networks_LH_DorsAttnA_ParOcc_2,-45,-68,17
149,17Networks_LH_DorsAttnA_ParOcc_3,-45,-74,23
150,17Networks_LH_DorsAttnA_ParOcc_4,-40,-85,22
151,17Networks_LH_DorsAttnA_ParOcc_5,-32,-84,26
152,17Networks_LH_DorsAttnA_ParOcc_6,-30,-74,25
153,17Networks_LH_DorsAttnA_SPL_1,-25,-69,32
154,17Networks_LH_DorsAttnA_SPL_2,-23,-80,40
155,17Networks_LH_DorsAttnA_SPL_3,-19,-79,51
156,17Networks_LH_DorsAttnA_SPL_4,-19,-71,47
157,17Networks_LH_DorsAttnA_SPL_5,-23,-64,49
158,17Networks_LH_DorsAttnA_SPL_6,-28,-54,49
159,17Networks_LH_DorsAttnA_SPL_7,-27,-59,54
160,17Networks_LH_DorsAttnA_SPL_8,-12,-74,54
161,17Networks_LH_DorsAttnA_SPL_9,-38,-51,57
162,17Networks_LH_DorsAttnA_SPL_10,-32,-57,59
163,17Networks_LH_DorsAttnA_SPL_11,-20,-70,58
164,17Networks_LH_DorsAttnA_SPL_12,-28,-63,61
165,17Networks_LH_DorsAttnA_SPL_13,-14,-65,62
166,17Networks_LH_DorsAttnB_TempOcc_1,-57,-61,6
167,17Networks_LH_DorsAttnB_TempOcc_2,-48,-61,13
168,17Networks_LH_DorsAttnB_PostC_1,-62,-24,34
169,17Networks_LH_DorsAttnB_PostC_2,-56,-17,39
170,17Networks_LH_DorsAttnB_PostC_3,-56,-25,40
171,17Networks_LH_DorsAttnB_PostC_4,-56,-33,46
172,17Networks_LH_DorsAttnB_PostC_5,-53,-22,43
173,17Networks_LH_DorsAttnB_PostC_6,-49,-29,42
174,17Networks_LH_DorsAttnB_PostC_7,-43,-32,43
175,17Networks_LH_DorsAttnB_PostC_8,-48,-27,47
176,17Networks_LH_DorsAttnB_PostC_9,-36,-37,46
177,17Networks_LH_DorsAttnB_PostC_10,-44,-32,52
178,17Networks_LH_DorsAttnB_PostC_11,-39,-37,55
179,17Networks_LH_DorsAttnB_PostC_12,-38,-42,57
180,17Networks_LH_DorsAttnB_PostC_13,-34,-56,65
181,17Networks_LH_DorsAttnB_PostC_14,-7,-61,61
182,17Networks_LH_DorsAttnB_PostC_15,-30,-47,63
183,17Networks_LH_DorsAttnB_PostC_16,-23,-58,64
184,17Networks_LH_DorsAttnB_PostC_17,-7,-53,68
185,17Networks_LH_DorsAttnB_PostC_18,-15,-59,68
186,17Networks_LH_DorsAttnB_PostC_19,-20,-50,68
187,17Networks_LH_DorsAttnB_FEF_1,-42,-3,50
188,17Networks_LH_DorsAttnB_FEF_2,-32,-6,52
189,17Networks_LH_DorsAttnB_FEF_3,-23,-6,55
190,17Networks_LH_DorsAttnB_FEF_4,-22,4,65
191,17Networks_LH_DorsAttnB_FEF_5,-18,-10,63
192,17Networks_LH_DorsAttnB_PrCv_1,-58,6,24
193,17Networks_LH_DorsAttnB_PrCv_2,-57,7,34
194,17Networks_LH_DorsAttnB_PrCv_3,-51,2,38
195,17Networks_LH_SalVentAttnA_ParOper_1,-47,-36,26
196,17Networks_LH_SalVentAttnA_ParOper_2,-52,-43,25
197,17Networks_LH_SalVentAttnA_ParOper_3,-59,-24,20
198,17Networks_LH_SalVentAttnA_ParOper_4,-60,-30,23
199,17Networks_LH_SalVentAttnA_ParOper_5,-57,-38,29
200,17Networks_LH_SalVentAttnA_ParOper_6,-59,-16,29
201,17Networks_LH_SalVentAttnA_ParOper_7,-61,-32,34
202,17Networks_LH_SalVentAttnA_FrOper_1,-37,5,12
203,17Networks_LH_SalVentAttnA_FrOper_2,-42,-2,13
204,17Networks_LH_SalVentAttnA_FrOper_3,-49,7,0
205,17Networks_LH_SalVentAttnA_FrOper_4,-46,-3,9
206,17Networks_LH_SalVentAttnA_FrOper_5,-54,1,5
207,17Networks_LH_SalVentAttnA_FrOper_6,-55,9,9
208,17Networks_LH_SalVentAttnA_FrOper_7,-57,7,16
209,17Networks_LH_SalVentAttnA_Ins_1,-35,9,-13
210,17Networks_LH_SalVentAttnA_Ins_2,-39,4,-8
211,17Networks_LH_SalVentAttnA_Ins_3,-39,-8,-9
212,17Networks_LH_SalVentAttnA_Ins_4,-39,0,1
213,17Networks_LH_SalVentAttnA_Ins_5,-41,-13,-5
214,17Networks_LH_SalVentAttnA_Ins_6,-34,26,7
215,17Networks_LH_SalVentAttnA_Ins_7,-37,-3,9
216,17Networks_LH_SalVentAttnA_Ins_8,-38,-16,5
217,17Networks_LH_SalVentAttnA_Ins_9,-32,14,11
218,17Networks_LH_SalVentAttnA_ParMed_1,-8,-20,39
219,17Networks_LH_SalVentAttnA_ParMed_2,-12,-32,40
220,17Networks_LH_SalVentAttnA_ParMed_3,-12,-21,41
221,17Networks_LH_SalVentAttnA_ParMed_4,-14,-41,46
222,17Networks_LH_SalVentAttnA_ParMed_5,-12,-33,48
223,17Networks_LH_SalVentAttnA_ParMed_6,-12,-45,52
224,17Networks_LH_SalVentAttnA_ParMed_7,-9,-48,60
225,17Networks_LH_SalVentAttnA_FrMed_1,-6,17,31
226,17Networks_LH_SalVentAttnA_FrMed_2,-6,4,39
227,17Networks_LH_SalVentAttnA_FrMed_3,-6,15,42
228,17Networks_LH_SalVentAttnA_FrMed_4,-5,3,52
229,17Networks_LH_SalVentAttnA_FrMed_5,-4,-3,64
230,17Networks_LH_SalVentAttnA_FrMed_6,-11,2,72
231,17Networks_LH_SalVentAttnA_FrMed_7,-7,-8,71
232,17Networks_LH_SalVentAttnB_IPL_1,-61,-44,31
233,17Networks_LH_SalVentAttnB_IPL_2,-62,-37,38
234,17Networks_LH_SalVentAttnB_PFCd_1,-13,9,66
235,17Networks_LH_SalVentAttnB_PFCl_1,-38,47,17
236,17Networks_LH_SalVentAttnB_PFCl_2,-30,45,28
237,17Networks_LH_SalVentAttnB_PFCl_3,-21,46,34
238,17Networks_LH_SalVentAttnB_PFCl_4,-35,32,38
239,17Networks_LH_SalVentAttnB_PFCl_5,-26,37,40
240,17Networks_LH_SalVentAttnB_Ins_1,-35,16,-7
241,17Networks_LH_SalVentAttnB_Ins_2,-32,22,-1
242,17Networks_LH_SalVentAttnB_Ins_3,-34,30,-1
243,17Networks_LH_SalVentAttnB_Ins_4,-30,19,6
244,17Networks_LH_SalVentAttnB_Ins_5,-38,19,8
245,17Networks_LH_SalVentAttnB_Ins_6,-43,12,2
246,17Networks_LH_SalVentAttnB_Ins_7,-49,11,11
247,17Networks_LH_SalVentAttnB_OFC_1,-28,49,-13
248,17Networks_LH_SalVentAttnB_PFCmp_1,-3,26,18
249,17Networks_LH_SalVentAttnB_PFCmp_2,-7,32,25
250,17Networks_LH_SalVentAttnB_PFCmp_3,-4,15,25
251,17Networks_LH_SalVentAttnB_PFCmp_4,-5,25,35
252,17Networks_LH_SalVentAttnB_PFCmp_5,-6,15,53
253,17Networks_LH_LimbicB_OFC_1,-15,18,-22
254,17Networks_LH_LimbicB_OFC_2,-24,15,-23
255,17Networks_LH_LimbicB_OFC_3,-11,28,-20
256,17Networks_LH_LimbicB_OFC_4,-24,28,-17
257,17Networks_LH_LimbicB_OFC_5,-19,40,-19
258,17Networks_LH_LimbicB_OFC_6,-8,48,-23
259,17Networks_LH_LimbicB_OFC_7,-5,19,-19
260,17Networks_LH_LimbicB_OFC_8,-3,38,-22
261,17Networks_LH_LimbicB_OFC_9,-13,58,-19
262,17Networks_LH_LimbicB_OFC_10,-4,18,-9
263,17Networks_LH_LimbicB_OFC_11,-8,65,-13
264,17Networks_LH_LimbicB_OFC_12,-20,63,-8
265,17Networks_LH_LimbicA_TempPole_1,-31,-2,-44
266,17Networks_LH_LimbicA_TempPole_2,-38,-12,-37
267,17Networks_LH_LimbicA_TempPole_3,-49,-11,-39
268,17Networks_LH_LimbicA_TempPole_4,-28,12,-40
269,17Networks_LH_LimbicA_TempPole_5,-28,-7,-34
270,17Networks_LH_LimbicA_TempPole_6,-44,5,-39
271,17Networks_LH_LimbicA_TempPole_7,-19,-1,-31
272,17Networks_LH_LimbicA_TempPole_8,-38,-18,-29
273,17Networks_LH_LimbicA_TempPole_9,-50,-26,-28
274,17Networks_LH_LimbicA_TempPole_10,-21,-14,-30
275,17Networks_LH_LimbicA_TempPole_11,-27,7,-29
276,17Networks_LH_LimbicA_TempPole_12,-43,-31,-22
277,17Networks_LH_LimbicA_TempPole_13,-58,-33,-25
278,17Networks_LH_LimbicA_TempPole_14,-37,10,-25
279,17Networks_LH_LimbicA_TempPole_15,-42,4,-20
280,17Networks_LH_LimbicA_TempPole_16,-45,6,-15
281,17Networks_LH_ContA_Temp_1,-54,-50,-21
282,17Networks_LH_ContA_Temp_2,-57,-59,-5
283,17Networks_LH_ContA_IPS_1,-29,-77,39
284,17Networks_LH_ContA_IPS_2,-59,-42,46
285,17Networks_LH_ContA_IPS_3,-27,-67,40
286,17Networks_LH_ContA_IPS_4,-33,-67,49
287,17Networks_LH_ContA_IPS_5,-51,-40,49
288,17Networks_LH_ContA_IPS_6,-44,-45,50
289,17Networks_LH_ContA_IPS_7,-43,-38,42
290,17Networks_LH_ContA_IPS_8,-37,-45,39
291,17Networks_LH_ContA_IPS_9,-30,-61,47
292,17Networks_LH_ContA_IPS_10,-32,-53,41
293,17Networks_LH_ContA_IPS_11,-32,-46,45
294,17Networks_LH_ContA_PFCd_1,-36,1,59
295,17Networks_LH_ContA_PFCd_2,-28,3,57
296,17Networks_LH_ContA_PFCd_3,-23,9,52
297,17Networks_LH_ContA_PFCl_1,-48,7,20
298,17Networks_LH_ContA_PFCl_2,-48,16,25
299,17Networks_LH_ContA_PFCl_3,-45,5,25
300,17Networks_LH_ContA_PFCl_4,-44,24,27
301,17Networks_LH_ContA_PFCl_5,-43,37,29
302,17Networks_LH_ContA_PFCl_6,-37,11,26
303,17Networks_LH_ContA_PFCl_7,-48,4,31
304,17Networks_LH_ContA_PFCl_8,-37,8,31
305,17Networks_LH_ContA_PFCl_9,-40,4,36
306,17Networks_LH_ContA_PFCl_10,-47,3,43
307,17Networks_LH_ContA_PFClv_1,-39,49,6
308,17Networks_LH_ContA_PFClv_2,-50,36,8
309,17Networks_LH_ContA_PFClv_3,-46,27,19
310,17Networks_LH_ContA_PFClv_4,-42,37,16
311,17Networks_LH_ContA_Cingm_1,-4,1,30
312,17Networks_LH_ContB_Temp_1,-60,-36,-17
313,17Networks_LH_ContB_Temp_2,-59,-51,-14
314,17Networks_LH_ContB_Temp_3,-62,-47,-5
315,17Networks_LH_ContB_IPL_1,-59,-48,41
316,17Networks_LH_ContB_IPL_2,-47,-60,50
317,17Networks_LH_ContB_IPL_3,-50,-53,49
318,17Networks_LH_ContB_IPL_4,-53,-47,52
319,17Networks_LH_ContB_IPL_5,-38,-59,50
320,17Networks_LH_ContB_IPL_6,-42,-53,48
321,17Networks_LH_ContB_PFCd_1,-29,16,56
322,17Networks_LH_ContB_PFCd_2,-21,19,60
323,17Networks_LH_ContB_PFCl_1,-45,20,35
324,17Networks_LH_ContB_PFCl_2,-47,13,40
325,17Networks_LH_ContB_PFCl_3,-39,24,46
326,17Networks_LH_ContB_PFClv_1,-40,51,-7
327,17Networks_LH_ContB_PFClv_2,-29,58,-1
328,17Networks_LH_ContB_PFClv_3,-29,56,10
329,17Networks_LH_ContB_PFCmp_1,-3,28,47
330,17Networks_LH_ContC_pCun_1,-13,-67,28
331,17Networks_LH_ContC_pCun_2,-7,-71,32
332,17Networks_LH_ContC_pCun_3,-8,-74,40
333,17Networks_LH_ContC_pCun_4,-5,-38,43
334,17Networks_LH_ContC_pCun_5,-6,-44,44
335,17Networks_LH_ContC_pCun_6,-6,-78,49
336,17Networks_LH_ContC_pCun_7,-3,-71,48
337,17Networks_LH_ContC_pCun_8,-5,-57,46
338,17Networks_LH_ContC_pCun_9,-4,-48,50
339,17Networks_LH_ContC_pCun_10,-6,-63,52
340,17Networks_LH_ContC_pCun_11,-6,-70,58
341,17Networks_LH_ContC_pCun_12,-4,-53,57
342,17Networks_LH_ContC_Cingp_1,-7,-43,22
343,17Networks_LH_ContC_Cingp_2,-7,-37,25
344,17Networks_LH_ContC_Cingp_3,-6,-29,27
345,17Networks_LH_ContC_Cingp_4,-4,-16,29
346,17Networks_LH_ContC_Cingp_5,-2,-27,30
347,17Networks_LH_DefaultA_IPL_1,-41,-67,22
348,17Networks_LH_DefaultA_IPL_2,-47,-62,27
349,17Networks_LH_DefaultA_IPL_3,-47,-69,29
350,17Networks_LH_DefaultA_IPL_4,-44,-72,40
351,17Networks_LH_DefaultA_IPL_5,-47,-64,37
352,17Networks_LH_DefaultA_IPL_6,-35,-75,49
353,17Networks_LH_DefaultA_IPL_7,-41,-67,50
354,17Networks_LH_DefaultA_PFCd_1,-20,38,41
355,17Networks_LH_DefaultA_PFCd_2,-25,27,44
356,17Networks_LH_DefaultA_PFCd_3,-20,33,51
357,17Networks_LH_DefaultA_PFCd_4,-23,17,49
358,17Networks_LH_DefaultA_pCunPCC_1,-6,-47,13
359,17Networks_LH_DefaultA_pCunPCC_2,-4,-55,11
360,17Networks_LH_DefaultA_pCunPCC_3,-5,-51,17
361,17Networks_LH_DefaultA_pCunPCC_4,-4,-57,19
362,17Networks_LH_DefaultA_pCunPCC_5,-3,-48,25
363,17Networks_LH_DefaultA_pCunPCC_6,-4,-65,23
364,17Networks_LH_DefaultA_pCunPCC_7,-6,-57,26
365,17Networks_LH_DefaultA_pCunPCC_8,-3,-39,29
366,17Networks_LH_DefaultA_pCunPCC_9,-8,-47,30
367,17Networks_LH_DefaultA_pCunPCC_10,-3,-64,30
368,17Networks_LH_DefaultA_pCunPCC_11,-10,-53,32
369,17Networks_LH_DefaultA_pCunPCC_12,-6,-40,34
370,17Networks_LH_DefaultA_pCunPCC_13,-2,-15,37
371,17Networks_LH_DefaultA_pCunPCC_14,-4,-32,38
372,17Networks_LH_DefaultA_pCunPCC_15,-12,-45,35
373,17Networks_LH_DefaultA_pCunPCC_16,-6,-58,35
374,17Networks_LH_DefaultA_pCunPCC_17,-3,-66,41
375,17Networks_LH_DefaultA_pCunPCC_18,-8,-52,41
376,17Networks_LH_DefaultA_PFCm_1,-5,55,-10
377,17Networks_LH_DefaultA_PFCm_2,-6,35,-9
378,17Networks_LH_DefaultA_PFCm_3,-7,50,0
379,17Networks_LH_DefaultA_PFCm_4,-4,39,2
380,17Networks_LH_DefaultA_PFCm_5,-12,69,4
381,17Networks_LH_DefaultA_PFCm_6,-6,59,7
382,17Networks_LH_DefaultA_PFCm_7,-22,64,10
383,17Networks_LH_DefaultA_PFCm_8,-2,35,11
384,17Networks_LH_DefaultA_PFCm_9,-7,44,12
385,17Networks_LH_DefaultB_Temp_1,-58,-18,-29
386,17Networks_LH_DefaultB_Temp_2,-54,-1,-30
387,17Networks_LH_DefaultB_Temp_3,-42,17,-29
388,17Networks_LH_DefaultB_Temp_4,-62,-16,-19
389,17Networks_LH_DefaultB_Temp_5,-58,-4,-16
390,17Networks_LH_DefaultB_Temp_6,-52,7,-19
391,17Networks_LH_DefaultB_Temp_7,-64,-37,-10
392,17Networks_LH_DefaultB_Temp_8,-63,-25,-8
393,17Networks_LH_DefaultB_Temp_9,-54,-14,-12
394,17Networks_LH_DefaultB_Temp_10,-51,-25,-8
395,17Networks_LH_DefaultB_Temp_11,-62,-36,-2
396,17Networks_LH_DefaultB_Temp_12,-57,-43,1
397,17Networks_LH_DefaultB_Temp_13,-52,-35,1
398,17Networks_LH_DefaultB_IPL_1,-46,-60,20
399,17Networks_LH_DefaultB_IPL_2,-46,-52,23
400,17Networks_LH_DefaultB_IPL_3,-57,-54,21
401,17Networks_LH_DefaultB_IPL_4,-45,-57,30
402,17Networks_LH_DefaultB_IPL_5,-53,-57,29
403,17Networks_LH_DefaultB_IPL_6,-60,-53,29
404,17Networks_LH_DefaultB_IPL_7,-52,-59,39
405,17Networks_LH_DefaultB_IPL_8,-54,-51,39
406,17Networks_LH_DefaultB_PFCd_1,-6,65,19
407,17Networks_LH_DefaultB_PFCd_2,-23,57,21
408,17Networks_LH_DefaultB_PFCd_3,-5,53,21
409,17Networks_LH_DefaultB_PFCd_4,-15,61,24
410,17Networks_LH_DefaultB_PFCd_5,-5,57,36
411,17Networks_LH_DefaultB_PFCd_6,-3,42,35
412,17Networks_LH_DefaultB_PFCd_7,-14,50,41
413,17Networks_LH_DefaultB_PFCd_8,-8,42,52
414,17Networks_LH_DefaultB_PFCd_9,-12,24,61
415,17Networks_LH_DefaultB_PFCd_10,-5,12,64
416,17Networks_LH_DefaultB_PFCl_1,-41,8,48
417,17Networks_LH_DefaultB_PFCl_2,-39,15,55
418,17Networks_LH_DefaultB_PFCv_1,-28,17,-16
419,17Networks_LH_DefaultB_PFCv_2,-35,36,-12
420,17Networks_LH_DefaultB_PFCv_3,-37,24,-15
421,17Networks_LH_DefaultB_PFCv_4,-45,37,-16
422,17Networks_LH_DefaultB_PFCv_5,-44,28,-6
423,17Networks_LH_DefaultB_PFCv_6,-49,40,-6
424,17Networks_LH_DefaultB_PFCv_7,-49,27,1
425,17Networks_LH_DefaultB_PFCv_8,-50,19,7
426,17Networks_LH_DefaultB_PFCv_9,-56,19,17
427,17Networks_LH_DefaultC_IPL_1,-43,-77,29
428,17Networks_LH_DefaultC_IPL_2,-36,-83,36
429,17Networks_LH_DefaultC_Rsp_1,-11,-48,4
430,17Networks_LH_DefaultC_Rsp_2,-11,-54,8
431,17Networks_LH_DefaultC_Rsp_3,-12,-59,17
432,17Networks_LH_DefaultC_Rsp_4,-16,-64,22
433,17Networks_LH_DefaultC_PHC_1,-31,-27,-22
434,17Networks_LH_DefaultC_PHC_2,-20,-23,-23
435,17Networks_LH_DefaultC_PHC_3,-29,-36,-21
436,17Networks_LH_DefaultC_PHC_4,-31,-40,-12
437,17Networks_LH_DefaultC_PHC_5,-21,-35,-15
438,17Networks_LH_DefaultC_PHC_6,-16,-38,-11
439,17Networks_LH_TempPar_1,-53,-4,-11
440,17Networks_LH_TempPar_2,-60,-13,-3
441,17Networks_LH_TempPar_3,-57,-23,-2
442,17Networks_LH_TempPar_4,-62,-51,5
443,17Networks_LH_TempPar_5,-65,-30,5
444,17Networks_LH_TempPar_6,-51,-46,6
445,17Networks_LH_TempPar_7,-56,-56,13
446,17Networks_LH_TempPar_8,-61,-40,9
447,17Networks_LH_TempPar_9,-46,-51,14
448,17Networks_LH_TempPar_10,-53,-48,15
449,17Networks_LH_TempPar_11,-63,-49,16
450,17Networks_LH_TempPar_12,-61,-46,22
451,17Networks_RH_VisCent_Striate_1,20,-101,-6
452,17Networks_RH_VisCent_Striate_2,12,-97,0
453,17Networks_RH_VisCent_ExStr_1,36,-51,-18
454,17Networks_RH_VisCent_ExStr_2,29,-52,-11
455,17Networks_RH_VisCent_ExStr_3,37,-67,-16
456,17Networks_RH_VisCent_ExStr_4,28,-72,-10
457,17Networks_RH_VisCent_ExStr_5,30,-81,-13
458,17Networks_RH_VisCent_ExStr_6,41,-76,-15
